,question_id,bundle_id,correct_answer,part,tags,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag,tag_num,c_rate,id,num,c_num,tag_group
2081,2081,2081,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.6738994497248624,2081,15992,10777,9
2082,2082,2081,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.9781765882941471,2082,15992,15643,9
2083,2083,2081,3,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9317158579289645,2083,15992,14900,9
2084,2084,2084,3,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.9154732098147221,2084,9985,9141,9
2085,2085,2084,1,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.5336538461538461,2085,9984,5328,11
2086,2086,2084,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.918185459643501,2086,9986,9169,9
2087,2087,2087,3,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.9291873530180298,2087,3827,3556,9
2088,2088,2087,3,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.6012542461458061,2088,3827,2301,11
2089,2089,2087,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8291089626339169,2089,3827,3173,9
2090,2090,2090,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7224770642201835,2090,436,315,9
2091,2091,2090,3,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9105504587155964,2091,436,397,9
2092,2092,2090,0,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.31264367816091954,2092,435,136,11
2093,2093,2093,2,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.7077655854334981,2093,16586,11739,9
2094,2094,2093,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.6457856023152055,2094,16586,10711,11
2095,2095,2093,0,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.6814975583288118,2095,16587,11304,11
2096,2096,2096,1,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.9683976768021866,2096,5854,5669,9
2097,2097,2096,3,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.20109345634717238,2097,5853,1177,11
2098,2098,2096,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.8197505552708013,2098,5853,4798,9
2099,2099,2099,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.9128865979381443,2099,3880,3542,9
2100,2100,2099,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.6717380092831357,2100,3878,2605,9
2101,2101,2099,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8947911294481692,2101,3878,3470,9
2102,2102,2102,3,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.697884148456469,2102,5766,4024,9
2103,2103,2102,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.6692681234824835,2103,5766,3859,9
2104,2104,2102,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.4289679098005204,2104,5765,2473,11
2105,2105,2105,3,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.6040942448821939,2105,7767,4692,11
2106,2106,2105,3,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.8789907312049433,2106,7768,6828,9
2107,2107,2105,0,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9657921810699589,2107,7776,7510,9
2108,2108,2108,3,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.8385224274406332,2108,5685,4767,9
2109,2109,2108,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8213155117833275,2109,5686,4670,9
2110,2110,2108,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.5651715039577836,2110,5685,3213,11
2111,2111,2111,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7826465467208358,2111,3446,2697,9
2112,2112,2111,2,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.5870574579222286,2112,3446,2023,11
2113,2113,2111,1,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9617280371122064,2113,3449,3317,9
2114,2114,2114,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8010183299389002,2114,4910,3933,9
2115,2115,2114,3,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.774088409044612,2115,4909,3800,9
2116,2116,2114,1,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.8098534201954397,2116,4912,3978,9
2117,2117,2117,1,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.783623090238579,2117,13287,10412,9
2118,2118,2117,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.812462372065021,2118,13288,10796,9
2119,2119,2117,3,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.28281155930162555,2119,13288,3758,11
2120,2120,2120,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.6569678407350689,2120,3918,2574,11
2121,2121,2120,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.5142857142857142,2121,3920,2016,11
2122,2122,2120,3,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.5887302396736359,2122,3922,2309,11
2123,2123,2123,1,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7125975944292045,2123,4739,3377,9
2124,2124,2123,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.6855876767250475,2124,4739,3249,9
2125,2125,2123,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.8890529424172116,2125,4741,4215,9
2126,2126,2126,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.492114342040414,2126,4058,1997,11
2127,2127,2126,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8470066518847007,2127,4059,3438,9
2128,2128,2126,3,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9159891598915989,2128,4059,3718,9
2129,2129,2129,3,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.943475493316359,2129,15710,14822,9
2130,2130,2129,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8706556333545512,2130,15710,13678,9
2131,2131,2129,3,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.9143857415658816,2131,15710,14365,9
2132,2132,2132,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.776495278069255,2132,3812,2960,9
2133,2133,2132,0,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9115253347335258,2133,3809,3472,9
2134,2134,2132,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.7761154855643044,2134,3810,2957,9
2135,2135,2135,3,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.628968253968254,2135,504,317,11
2136,2136,2135,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.6477495107632094,2136,511,331,11
2137,2137,2135,1,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.7690802348336595,2137,511,393,9
2138,2138,2138,2,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.7557223951657206,2138,5461,4127,9
2139,2139,2138,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.8424908424908425,2139,5460,4600,9
2140,2140,2138,1,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.6515373352855052,2140,5464,3560,11
2141,2141,2141,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7963168404703794,2141,4507,3589,9
2142,2142,2141,1,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.7504436557231589,2142,4508,3383,9
2143,2143,2141,2,3,157 81 92,157,81,92,-1,-1,-1,"['157', '81', '92']",3,0.9037053472376304,2143,4507,4073,9
2144,2144,2144,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7071416037901386,2144,5699,4030,9
2145,2145,2144,1,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.6296946296946297,2145,5698,3588,11
2146,2146,2144,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.7346902965432532,2146,5699,4187,9
2147,2147,2147,0,3,106 38 81,106,38,81,-1,-1,-1,"['106', '38', '81']",3,0.5285212219518789,2147,7398,3910,11
2148,2148,2147,1,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.7487498310582511,2148,7399,5540,9
2149,2149,2147,0,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.6011888678735476,2149,7402,4450,11
2150,2150,2150,1,3,136 38 102,136,38,102,-1,-1,-1,"['136', '38', '102']",3,0.6972986010612638,2150,4146,2891,9
2151,2151,2150,1,3,74 38 102,74,38,102,-1,-1,-1,"['74', '38', '102']",3,0.9271411338962605,2151,4145,3843,9
2152,2152,2150,2,3,82 38 102,82,38,102,-1,-1,-1,"['82', '38', '102']",3,0.7367913148371532,2152,4145,3054,9
2153,2153,2153,0,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.7705912076806468,2153,9895,7625,12
2154,2154,2153,2,3,136 162 92 29,136,162,92,29,-1,-1,"['136', '162', '92', '29']",4,0.9119935333939577,2154,9897,9026,2
2155,2155,2153,2,3,157 92 29,157,92,29,-1,-1,-1,"['157', '92', '29']",3,0.3236661277283751,2155,9896,3203,11
2156,2156,2156,2,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.7945908935296131,2156,5842,4642,12
2157,2157,2156,0,3,136 162 92 29,136,162,92,29,-1,-1,"['136', '162', '92', '29']",4,0.6061954475440698,2157,5843,3542,11
2158,2158,2156,0,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.8188976377952756,2158,5842,4784,12
2159,2159,2159,0,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.8844187298170075,2159,7432,6573,9
2160,2160,2159,2,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7746232508073198,2160,7432,5757,9
2161,2161,2159,2,3,82 162 81 92,82,162,81,92,-1,-1,"['82', '162', '81', '92']",4,0.7185524014529799,2161,7433,5341,5
2162,2162,2162,3,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.5306461173681091,2162,8435,4476,11
2163,2163,2162,3,3,136 162 38 81,136,162,38,81,-1,-1,"['136', '162', '38', '81']",4,0.7743541123488978,2163,8438,6534,5
2164,2164,2162,1,3,157 38 81,157,38,81,-1,-1,-1,"['157', '38', '81']",3,0.8867164355966347,2164,8439,7483,9
2165,2165,2165,0,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.6923960487020445,2165,4353,3014,12
2166,2166,2165,0,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.8995863970588235,2166,4352,3915,12
2167,2167,2165,3,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.8044577205882353,2167,4352,3501,12
2168,2168,2168,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.6224434142350695,2168,7334,4565,11
2169,2169,2168,3,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.6220160960305552,2169,7331,4560,11
2170,2170,2168,3,3,157 38 81,157,38,81,-1,-1,-1,"['157', '38', '81']",3,0.470949263502455,2170,7332,3453,11
2171,2171,2171,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.7870493991989319,2171,5992,4716,9
2172,2172,2171,1,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.8569998331386618,2172,5993,5136,9
2173,2173,2171,3,3,157 162 38 81,157,162,38,81,-1,-1,"['157', '162', '38', '81']",4,0.7565493075254464,2173,5993,4534,5
2174,2174,2174,1,3,74 92 102,74,92,102,-1,-1,-1,"['74', '92', '102']",3,0.9290059653889315,2174,16931,15729,9
2175,2175,2174,3,3,82 162 92 102,82,162,92,102,-1,-1,"['82', '162', '92', '102']",4,0.652294607524659,2175,16931,11044,5
2176,2176,2174,3,3,113 92 102,113,92,102,-1,-1,-1,"['113', '92', '102']",3,0.37646086648565696,2176,16942,6378,11
2177,2177,2177,0,3,74 38 102,74,38,102,-1,-1,-1,"['74', '38', '102']",3,0.8896088019559902,2177,8180,7277,9
2178,2178,2177,3,3,113 38 102,113,38,102,-1,-1,-1,"['113', '38', '102']",3,0.5597945707997065,2178,8178,4578,11
2179,2179,2177,1,3,157 38 102,157,38,102,-1,-1,-1,"['157', '38', '102']",3,0.8311529526837022,2179,8179,6798,9
2180,2180,2180,3,3,106 92 102,106,92,102,-1,-1,-1,"['106', '92', '102']",3,0.5309011164274322,2180,10032,5326,11
2181,2181,2180,1,3,74 92 102,74,92,102,-1,-1,-1,"['74', '92', '102']",3,0.9175473579262213,2181,10030,9203,9
2182,2182,2182,2,3,113 92 29,113,92,29,-1,-1,-1,"['113', '92', '29']",3,0.6667171182079612,2182,6607,4405,12
2183,2183,2182,1,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.8384021788470268,2183,6609,5541,12
2184,2184,2182,0,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.8886367075200484,2184,6609,5873,12
2185,2185,2185,1,3,136 38 102,136,38,102,-1,-1,-1,"['136', '38', '102']",3,0.7905282331511839,2185,549,434,9
2186,2186,2185,3,3,113 38 102,113,38,102,-1,-1,-1,"['113', '38', '102']",3,0.3720508166969147,2186,551,205,11
2187,2187,2185,3,3,82 38 102,82,38,102,-1,-1,-1,"['82', '38', '102']",3,0.41100917431192663,2187,545,224,11
2188,2188,2188,1,3,106 92 29,106,92,29,-1,-1,-1,"['106', '92', '29']",3,0.7263843648208469,2188,8903,6467,12
2189,2189,2188,0,3,113 162 92 29,113,162,92,29,-1,-1,"['113', '162', '92', '29']",4,0.6702235201617432,2189,8903,5967,2
2190,2190,2188,3,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.7334905660377359,2190,8904,6531,12
2191,2191,2191,0,3,106 38 102,106,38,102,-1,-1,-1,"['106', '38', '102']",3,0.8607361963190184,2191,11410,9821,9
2192,2192,2191,3,3,74 38 102,74,38,102,-1,-1,-1,"['74', '38', '102']",3,0.4903989478298992,2192,11405,5593,11
2193,2193,2191,1,3,113 38 102,113,38,102,-1,-1,-1,"['113', '38', '102']",3,0.770336605890603,2193,11408,8788,9
2194,2194,2194,0,3,136 38 102,136,38,102,-1,-1,-1,"['136', '38', '102']",3,0.8062081731453795,2194,7023,5662,9
2195,2195,2194,3,3,136 38 102,136,38,102,-1,-1,-1,"['136', '38', '102']",3,0.7356878382227285,2195,7022,5166,9
2196,2196,2194,0,3,113 38 102,113,38,102,-1,-1,-1,"['113', '38', '102']",3,0.6980917117630304,2196,7022,4902,9
2197,2197,2197,1,3,74 38 29,74,38,29,-1,-1,-1,"['74', '38', '29']",3,0.8030679327976625,2197,6845,5497,12
2198,2198,2197,2,3,74 38 29,74,38,29,-1,-1,-1,"['74', '38', '29']",3,0.7484295105916727,2198,6845,5123,12
2199,2199,2197,3,3,113 38 29,113,38,29,-1,-1,-1,"['113', '38', '29']",3,0.8582907231555881,2199,6845,5875,12
2200,2200,2200,3,3,106 92 102,106,92,102,-1,-1,-1,"['106', '92', '102']",3,0.9119861030689056,2200,6908,6300,9
2201,2201,2200,1,3,136 92 102,136,92,102,-1,-1,-1,"['136', '92', '102']",3,0.4669947886508396,2201,6908,3226,11
2202,2202,2200,3,3,113 92 102,113,92,102,-1,-1,-1,"['113', '92', '102']",3,0.6589461493920092,2202,6908,4552,11
2203,2203,2203,2,3,106 92 29,106,92,29,-1,-1,-1,"['106', '92', '29']",3,0.7465567080428499,2203,11762,8781,12
2204,2204,2203,0,3,106 92 29,106,92,29,-1,-1,-1,"['106', '92', '29']",3,0.7363543615031457,2204,11762,8661,12
2205,2205,2203,3,3,136 162 92 29,136,162,92,29,-1,-1,"['136', '162', '92', '29']",4,0.754378507056623,2205,11762,8873,2
2206,2206,2206,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.5480590751351787,2206,12391,6791,11
2207,2207,2206,3,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.6932881574701517,2207,12396,8594,9
2208,2208,2206,1,3,157 162 81 92,157,162,81,92,-1,-1,"['157', '162', '81', '92']",4,0.5853442014365265,2208,12391,7253,5
2209,2209,2209,0,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.9083139083139083,2209,5148,4676,9
2210,2210,2209,1,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.5994560994560995,2210,5148,3086,11
2211,2211,2209,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.7841880341880342,2211,5148,4037,9
2212,2212,2212,1,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.7025114155251142,2212,4380,3077,9
2213,2213,2212,2,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.7419502169445079,2213,4379,3249,9
2214,2214,2212,3,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.9031742406942225,2214,4379,3955,9
2215,2215,2215,2,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.8189431129078834,2215,3463,2836,12
2216,2216,2215,0,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.8541726826451054,2216,3463,2958,12
2217,2217,2215,2,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.8554946639746178,2217,3467,2966,12
2218,2218,2218,3,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.812687013764213,2218,3342,2716,9
2219,2219,2218,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8011363636363636,2219,3344,2679,9
2220,2220,2218,0,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.7552363853979653,2220,3342,2524,9
2221,2221,2221,0,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.8094537428729078,2221,5437,4401,9
2222,2222,2221,1,3,136 162 81 92,136,162,81,92,-1,-1,"['136', '162', '81', '92']",4,0.8447673349273497,2222,5437,4593,5
2223,2223,2221,1,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8973698730917785,2223,5437,4879,9
2224,2224,2224,3,3,136 162 81 29,136,162,81,29,-1,-1,"['136', '162', '81', '29']",4,0.9074468925215193,2224,12663,11491,2
2225,2225,2224,3,3,106 81 29,106,81,29,-1,-1,-1,"['106', '81', '29']",3,0.7065801961404619,2225,12644,8934,12
2226,2226,2224,2,3,82 81 29,82,81,29,-1,-1,-1,"['82', '81', '29']",3,0.5323689826891155,2226,12651,6735,11
2227,2227,2227,2,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.8,2227,120,96,9
2228,2228,2227,2,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.7933884297520661,2228,121,96,9
2229,2229,2227,1,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.9,2229,120,108,9
2230,2230,2230,0,3,74 162 38 81,74,162,38,81,-1,-1,"['74', '162', '38', '81']",4,0.9142026175472613,2230,6189,5658,5
2231,2231,2230,1,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.747577519379845,2231,6192,4629,9
2232,2232,2230,3,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.7908253916976256,2232,6191,4896,9
2233,2233,2233,1,3,106 38 81,106,38,81,-1,-1,-1,"['106', '38', '81']",3,0.8761658031088083,2233,5790,5073,9
2234,2234,2233,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.9404350828729282,2234,5792,5447,9
2235,2235,2233,3,3,157 162 38 81,157,162,38,81,-1,-1,"['157', '162', '38', '81']",4,0.8575129533678757,2235,5790,4965,5
2236,2236,2236,3,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.6349125488198336,2236,5889,3739,11
2237,2237,2236,3,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.8480475382003395,2237,5890,4995,9
2238,2238,2236,2,3,82 162 81 92,82,162,81,92,-1,-1,"['82', '162', '81', '92']",4,0.9526235354049923,2238,5889,5610,5
2239,2239,2239,0,3,74 162 92 29,74,162,92,29,-1,-1,"['74', '162', '92', '29']",4,0.5259188315575243,2239,8353,4393,11
2240,2240,2239,2,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.7786551806652309,2240,8358,6508,12
2241,2241,2239,1,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.7813285457809694,2241,8355,6528,12
2242,2242,2242,2,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.23985879729980802,2242,16147,3873,11
2243,2243,2242,0,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.7412063413425811,2243,16148,11969,9
2244,2244,2242,1,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.6718895150802007,2244,16147,10849,9
2245,2245,2245,3,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.7844827586206896,2245,4292,3367,12
2246,2246,2245,0,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.8388448998602701,2246,4294,3602,12
2247,2247,2245,2,3,82 92 29,82,92,29,-1,-1,-1,"['82', '92', '29']",3,0.7765089722675367,2247,4291,3332,12
2248,2248,2248,1,3,106 162 81 92,106,162,81,92,-1,-1,"['106', '162', '81', '92']",4,0.8039928649835346,2248,14576,11719,5
2249,2249,2248,2,3,136 81 92,136,81,92,-1,-1,-1,"['136', '81', '92']",3,0.7377555220194814,2249,14578,10755,9
2250,2250,2248,3,3,82 81 92,82,81,92,-1,-1,-1,"['82', '81', '92']",3,0.2723404255319149,2250,14570,3968,11
2251,2251,2251,3,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.8180212014134276,2251,3962,3241,9
2252,2252,2251,0,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.7862190812720848,2252,3962,3115,9
2253,2253,2251,0,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.5812720848056537,2253,3962,2303,11
2254,2254,2254,3,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.7103544776119403,2254,6432,4569,12
2255,2255,2254,1,3,82 162 92 29,82,162,92,29,-1,-1,"['82', '162', '92', '29']",4,0.7294776119402985,2255,6432,4692,2
2256,2256,2254,2,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.882069608452455,2256,6436,5677,12
2257,2257,2257,0,3,106 38 81,106,38,81,-1,-1,-1,"['106', '38', '81']",3,0.5249748995983936,2257,7968,4183,11
2258,2258,2257,3,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.6167168674698795,2258,7968,4914,11
2259,2259,2257,1,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.5987956341738803,2259,7971,4773,11
2260,2260,2260,1,3,74 162 38 81,74,162,38,81,-1,-1,"['74', '162', '38', '81']",4,0.9654992158912703,2260,5739,5541,5
2261,2261,2260,1,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.8289198606271777,2261,5740,4758,9
2262,2262,2260,2,3,82 38 81,82,38,81,-1,-1,-1,"['82', '38', '81']",3,0.6303590101080516,2262,5738,3617,11
2263,2263,2263,2,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.7070549149892515,2263,10234,7236,9
2264,2264,2263,3,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.5014169842665885,2264,10233,5131,11
2265,2265,2263,0,3,113 38 81,113,38,81,-1,-1,-1,"['113', '38', '81']",3,0.5293715179356857,2265,10231,5416,11
2266,2266,2266,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.8398295723528484,2266,6337,5322,9
2267,2267,2266,3,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.8508993373303881,2267,6338,5393,9
2268,2268,2266,3,3,113 38 81,113,38,81,-1,-1,-1,"['113', '38', '81']",3,0.8565340909090909,2268,6336,5427,9
2269,2269,2269,0,3,136 162 92 29,136,162,92,29,-1,-1,"['136', '162', '92', '29']",4,0.6384615384615384,2269,130,83,2
2270,2270,2269,2,3,113 92 29,113,92,29,-1,-1,-1,"['113', '92', '29']",3,0.6615384615384615,2270,130,86,12
2271,2271,2269,3,3,157 92 29,157,92,29,-1,-1,-1,"['157', '92', '29']",3,0.7175572519083969,2271,131,94,12
2272,2272,2272,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.9351921627731725,2272,7962,7446,9
2273,2273,2272,3,3,113 38 81,113,38,81,-1,-1,-1,"['113', '38', '81']",3,0.7714142175332831,2273,7962,6142,9
2274,2274,2272,3,3,136 38 81,136,38,81,-1,-1,-1,"['136', '38', '81']",3,0.6416729464958553,2274,7962,5109,11
2275,2275,2275,3,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.5032851511169514,2275,8371,4213,11
2276,2276,2275,2,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.7573151797444165,2276,8373,6341,12
2277,2277,2275,3,3,113 162 92 29,113,162,92,29,-1,-1,"['113', '162', '92', '29']",4,0.8411560969783829,2277,8373,7043,2
2278,2278,2278,2,3,106 81 92,106,81,92,-1,-1,-1,"['106', '81', '92']",3,0.6068843054227565,2278,7321,4443,11
2279,2279,2278,0,3,74 81 92,74,81,92,-1,-1,-1,"['74', '81', '92']",3,0.7824662023760753,2279,7323,5730,9
2280,2280,2278,2,3,113 81 92,113,81,92,-1,-1,-1,"['113', '81', '92']",3,0.8552308112537558,2280,7322,6262,9
2281,2281,2281,3,3,74 92 29,74,92,29,-1,-1,-1,"['74', '92', '29']",3,0.7808564231738035,2281,7146,5580,12
2282,2282,2281,2,3,136 92 29,136,92,29,-1,-1,-1,"['136', '92', '29']",3,0.8670212765957447,2282,7144,6194,12
2283,2283,2281,3,3,113 92 29,113,92,29,-1,-1,-1,"['113', '92', '29']",3,0.7456962911126662,2283,7145,5328,12
2284,2284,2284,2,3,74 38 81,74,38,81,-1,-1,-1,"['74', '38', '81']",3,0.8209316813179207,2284,14447,11860,9
2285,2285,2284,0,3,113 38 81,113,38,81,-1,-1,-1,"['113', '38', '81']",3,0.36392580287929127,2285,14448,5258,11
2286,2286,2284,3,3,157 38 81,157,38,81,-1,-1,-1,"['157', '38', '81']",3,0.5310445075102097,2286,14447,7672,11
2287,2287,2287,2,3,106 38 81,106,38,81,-1,-1,-1,"['106', '38', '81']",3,0.7611279422046143,2287,8582,6532,9
